id,name,url,test_type,duration_display,adaptive,remote_testing,languages,job_levels,description
4112,Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract."
4103,PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP."
3746,PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,"A,C,P",Untimed/Variable,False,True,Italian; English International; English (USA); French (Canada); Portuguese (Brazil); Latin American Spanish,Mid-Professional; Graduate; Manager,The Person-Job Match Report is unique in that it matches the performance potential of the individual to the job’s specific competencies. This provides you with a comprehensive and insightful understanding of person-job fit. The PJM Development report is written to support competency focused developm
3484,PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"A,C,P",Untimed/Variable,False,True,Italian; English International; English (USA); Portuguese (Brazil); Latin American Spanish; French (Canada),Mid-Professional; Manager,"The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role. Provides targeted assessment results that match individuals with jobs . Links the essential/desirable competencies for a specific job with an individual’s competency potential. Provides an overall Match (or fit"
4042,Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,K,8 minutes,False,True,English (USA),Professional Individual Contributor; Graduate; Mid-Professional,"Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life."
4118,Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,K,15 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor; Graduate,"Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems."
4117,Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation, fluid mechanics and machines."
4095,Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,K,4 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library."
4121,Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,K,13 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems."
4120,Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,K,10 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM."
219,Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,K,25 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for all programmers, this test covers the following topics: Algorithms, Complex Data Types, Data Access, Productivity and Quality, Program Flow, P"
3769,Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,K,30 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is based on Project Management Institute's (PMI's), Project Management Body of Knowledge (PMBOK) Fifth Edition methodology. Designed for all pro"
393,Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,K,6 minutes,False,True,English International; English (USA),Entry-Level; Mid-Professional,"This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice. It also measures ability to correct those errors."
4123,Python (New),https://www.shl.com/products/product-catalog/view/python-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Python programming, databases, modules and library."
4124,R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,K,13 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the knowledge of R programming and its application in statistics.
4177,ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling."
3472,Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,A,35 minutes,True,True,English (USA),Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understa
543,Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,A,26 minutes,True,True,Latin American Spanish,Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a passage that must read in order to answer the question being asked. The questions focus on the ability to demonstrate an understanding of the pas
3942,Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,A,35 minutes,True,True,English (USA),Entry-Level; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,The Reading Comprehension - English assessment provides a general measure of English reading comprehension. This test is comprised of items that contain a passage that you must read in order to answer the question being asked. The questions focus on the candidate's ability to demonstrate an understa
4204,RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,C,10 minutes,False,True,English (USA); Arabic; Italian; Chinese Simplified; Portuguese; Turkish; Portuguese (Brazil); Indonesian; English International; Spanish; Latin American Spanish; French (Canada); German; Dutch; French,Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Front Line Manager; General Population; Graduate; Director; Entry-Level; Executive,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three com"
4202,RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,C,Untimed/Variable,False,True,,Director; Executive; Front Line Manager; Graduate; General Population; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Entry-Level,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three com"
4203,RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,C,Untimed/Variable,False,True,,General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor; Director; Entry-Level; Executive; Front Line Manager,"Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure self-reported behavioral tendencies in competency areas that are important to performing effectively in remote work environments across three com"
4126,RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return types, security, filters, and interceptors."
697,Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,"A,B,K,S",30 minutes,False,True,English (USA),Entry-Level,"The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers. Situations are presented to the candidate via computer-based animation, and the candidate is offered a set of behaviors from which to choose "
395,Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,K,5 minutes,False,True,English (USA),Entry-Level; Mid-Professional,"This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph, the test taker must select the answer that indicates the incorrect information."
4129,Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception handling, database connectivity, threads, scripting, network programming and web applications."
4128,Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model."
3932,Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"B,S",20 minutes,False,True,English (USA); English (Australia); English International; Chinese Simplified; French; Spanish; Portuguese (Brazil); Italian; Dutch; Latin American Spanish; French (Canada); German,Entry-Level,"As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors such as recommending products or services and retaining customers. Sample tasks for these jobs include: interacting with customers on the pho"
3930,Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"B,P,S",35 minutes,False,True,English (USA); Latin American Spanish; English (Australia); English International; Chinese Simplified; Spanish; German; Dutch; Italian; French; Portuguese (Brazil); French (Canada),Entry-Level,"As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a wide range of skills, competencies, and behavioral tendencies relevant for contact center jobs. This solution is designed for contact center"
726,Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,P,Untimed,False,True,English International,Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report more effectively, by helping you prepare and execute you interviews more effectively."
725,Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,P,Untimed,False,True,English International; Finnish,Director; Entry-Level; Executive; Front Line Manager; Manager; Mid-Professional; Professional Individual Contributor,"The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales Report more effectively, by helping you to understand which competencies and motivators described in the report are most important to a specifi"
4230,Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,P,Untimed/Variable,False,True,,Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation beh
4283,Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,P,Untimed/Variable,False,True,,Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment. Insights included in this report include individual scores and score narratives for the behaviours included in SHL’s Sales Transformation beh
4233,Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,P,Untimed/Variable,False,True,,Director; Executive; Front Line Manager; Manager; Supervisor,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and indivi"
4288,Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,P,Untimed/Variable,False,True,,Director; Executive; Front Line Manager; Manager; Supervisor,"This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability to lead a sales team undergoing a sales transformation process. Insights included in this report include an overall job-fit score, and indivi"
4130,Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,K,15 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics."
4131,SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,K,12 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP concepts like Netweaver applications and Adobe forms."
4132,SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data communication, dialog programming, EDI, ALE, IDOC interface, BADI, BAPI and function module."
4133,SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration, system administration, monitoring and transport management."
4136,SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents."
4134,SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance tuning and SAP BW/BI integration."
4135,SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,K,TBC,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions."
4082,SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,K,20 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming, cockpit framework and workflows."
4137,SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts, inventory management, invoice verification, split valuation, account determination and integration of materials management with other modules."
4064,SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing process, order and delivery processing."
4171,Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,K,12 minutes,False,True,English (USA),Graduate; Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links."
4138,Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks and object repository."
4140,Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text."
3968,SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,"A,S",20 minutes,True,True,Korean; Japanese; Thai; Portuguese (Brazil); Portuguese; Chinese Traditional; Indonesian; Russian; Romanian; Polish; Greek; Latin American Spanish; English International; Arabic; Hungarian; Czech; French (Canada); Slovak; Serbian; Turkish; Spanish; Danish; Estonian; Finnish; Latvian; Lithuanian; Norwegian; Swedish; French; German; Italian; Dutch; Chinese Simplified; English (USA),Professional Individual Contributor; Graduate; Manager; Mid-Professional,Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.
3947,SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"A,S",20 minutes,True,True,Chinese Traditional; Romanian; Turkish; Polish; Greek; Latin American Spanish; Portuguese (Brazil); Japanese; Hungarian; Czech; French (Canada); Slovak; Serbian; English International; English (USA); German; Italian; Indonesian; Korean; Russian; Arabic; Danish; Finnish; Norwegian; Swedish; Estonian; Latvian; Lithuanian; French; Dutch; Chinese Simplified; Spanish; Portuguese,Graduate; Manager; Mid-Professional; Professional Individual Contributor,"Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using incomplete information."
3946,SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,"A,S",20 minutes,True,True,French; German; Italian; Dutch; Chinese Simplified; Danish; Finnish; Norwegian; Swedish; Estonian; Latvian; Lithuanian; English International; English (USA); Czech; Polish; Latin American Spanish; Spanish; Thai; Japanese; Korean; Portuguese; Portuguese (Brazil); Chinese Traditional; Hungarian; Indonesian; Russian; Romanian; Turkish; French (Canada); Greek; Slovak; Serbian; Arabic,Graduate; Manager; Mid-Professional; Professional Individual Contributor,Assesses how the candidate comprehends numerical information in various formats.
3971,SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,A,36 minutes,True,True,English (USA); Chinese Traditional; Korean; Serbian; Slovak; Spanish; English International; Danish; Swedish; Norwegian; Finnish; Latvian; Lithuanian; Estonian; Portuguese; Hungarian; Thai; Czech; Polish; Turkish; Portuguese (Brazil); Romanian; Latin American Spanish; Italian; French (Canada); Chinese Simplified; Dutch; German; French; Russian; Indonesian; Greek; Japanese,Graduate; Manager; Mid-Professional; Professional Individual Contributor,"SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive Reasoning, Inductive Reasoning, and Numerical Reasoning. The candidate will see questions measuring all three abilities. Candidates will receive a "
3972,SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,A,10 minutes,True,True,English (USA); English International,Entry-Level,"The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations. The Numerical Ability test requires candidates to understand order of operations, perform numerical calculations, and identify errors in calc"
4141,Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel models, data mapping, workflow and deployment."
4209,Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,P,Variable,False,True,English (USA),Entry-Level; Front Line Manager; General Population; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring decisions faster. Delight shortlisted candidates with a face2face digital interview that goes way beyond a conference call. Interact with whiteboar
4218,Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,K,Variable,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Entry-Level,"Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart Interview Live Coding to comprehensively evaluate candidates’ skills across various technical roles and hire the best coding talent. The languag"
4205,Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,P,Variable,False,True,English (USA); Chinese Simplified,Entry-Level; Supervisor; Manager; Front Line Manager; General Population; Graduate; Mid-Professional; Professional Individual Contributor,"Smart Interview On Demand is a recorded (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video of them explaining why they would be an awesome addition to your team. A streamlined, minimum bias screening to ensure you shortlist top talen"
4014,Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,K,10 minutes,False,True,English (USA),Entry-Level; Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,Multi-choice test that measures the knowledge about the different social media platforms.
116,Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,K,30 minutes,True,True,English (USA),Mid-Professional; Professional Individual Contributor,"The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of that project, and execute such a project in an optimal strategic manner. Designed for senior-level technical professionals, this test covers "
4142,SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,K,TBC,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture."
4051,Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,K,0 minutes,False,True,English (USA),Entry-Level,Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.
40,Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"A,K",6 minutes,False,True,English (USA); English (Australia); English International,Entry-Level,"This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the area in which the test taker must enter the response. The test taker will not need a printed original for the evaluation. This test calculates "
4143,Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions."
4144,SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing."
4035,SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple tables."
4282,SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,K,15 minutes,False,True,,,"Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI, DAX, MDX, tabular model data access and security."
4146,SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration, debugging, logging, security deployment, performance, package scheduling, execution and configuration."
4147,SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,K,10 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping, sorting, report parameters, report management and security."
3996,Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,K,11 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,Multi-choice test that measures the ability to use the SAS software for statistical analysis.
4151,Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,K,5 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors."
4216,SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,S,-,False,True,English (USA),Entry-Level,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 202"
3986,SVAR - Spoken English (Indian Accent) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,S,-,False,True,English (USA),Entry-Level,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 202"
4217,SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,S,-,False,True,English International,Entry-Level,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 202"
3987,SVAR - Spoken English (US) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,S,-,False,True,English (USA),Entry-Level,"An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (dated July 5, 202"
4197,SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,S,-,False,True,French (Canada),Entry-Level,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) ("
4198,SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,S,-,False,True,French,Entry-Level,"Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parlé. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) ("
4199,SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,S,-,False,True,Spanish,Entry-Level,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (date"
4200,SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,S,-,False,True,Latin American Spanish,Entry-Level,"Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español. Your use of this assessment product may be subject to New York City Law 144 (Regulation of the Use of Automated Employment Decision Tools) (date"
4049,Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,K,4 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing."
4079,Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,K,8 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out forecasting."
4020,Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,K,7 minutes,False,True,English (USA),Graduate; Manager; Mid-Professional; Professional Individual Contributor; Supervisor,"Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering."
4167,Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,K,9 minutes,False,True,English (USA),Mid-Professional; Professional Individual Contributor,"Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management, basic extensions, logical expressions, subqueries, SQL optimization, physical database design, table partitioning, query analysis and indexes."
